rate,candidate,path_m,frequency_hz,magnitude_error_db,phase_error_rad,group_delay_error_ns,complex_error
96000,lagrange3,0.05,12000.0,-0.050584702847552176,0.000979881560330363,-63.70464420765715,0.0058884754706179454
96000,lagrange3,0.05,16000.0,-0.15272304571298723,0.0039862466977441885,-192.38167246561957,0.01787150439500217
96000,lagrange7,0.005,4000.0,2.2049881642210975e-06,-2.3136847568072643e-07,0.08075159732547305,3.434757815756085e-07
96000,lagrange7,0.005,8000.0,6.725457023596213e-05,-8.257874971754429e-05,13.113694561335347,8.294128482584755e-05
96000,lagrange7,0.005,12000.0,-0.010036317885303393,-0.0015442514377577124,122.99692492098082,0.0019275726156239277
96000,lagrange7,0.005,16000.0,-0.1440963206260239,-0.0032814061509696146,-242.847441199107,0.0167716056172034
96000,lagrange7,0.015,4000.0,8.643645056075972e-08,-6.641819001095694e-09,0.00233746227872012,1.1964255407243335e-08
96000,lagrange7,0.015,8000.0,9.684437314584458e-06,-2.6771480631022586e-06,0.4443475801354748,2.9000468101680445e-06
96000,lagrange7,0.015,12000.0,-0.00011194637747399472,-6.659641335920855e-05,6.474988325077871,6.783163954761335e-05
96000,lagrange7,0.015,16000.0,-0.00361719059109655,-0.00042606763309591166,21.782946672340998,0.0005956608288637984
96000,lagrange7,0.03,4000.0,-6.484472916671181e-08,2.833500083185172e-09,-0.0010058201016863166,7.985160546169835e-09
96000,lagrange7,0.03,8000.0,-1.2637613477622107e-05,1.288489448866105e-06,-0.2225371117172163,1.9434776343349427e-06
96000,lagrange7,0.03,12000.0,-0.00018550619451969513,4.048938692518602e-05,-4.438234452390879,4.577636136906248e-05
96000,lagrange7,0.03,16000.0,-0.0004463178804501878,0.00040283086586113774,-30.60779773384265,0.0004060844385190657
96000,lagrange7,0.05,4000.0,-1.3749591157465634e-07,9.789235706520732e-10,-0.00034922532124144826,1.586004144323566e-08
96000,lagrange7,0.05,8000.0,-3.335510930207475e-05,4.7624744163432267e-07,-0.08398057436639385,3.869560374295055e-06
96000,lagrange7,0.05,12000.0,-0.0007814979993193475,1.6813587886002638e-05,-1.9386186073531617,9.152668734115627e-05
96000,lagrange7,0.05,16000.0,-0.006885517912476906,0.00019882316025559817,-16.728569914896344,0.0008169538551206077
96000,lagrange15,0.005,4000.0,-4.736776515711038e-12,-2.7748910112192113e-12,1.7702586256964931e-06,2.827995376570237e-12
96000,lagrange15,0.005,8000.0,-1.3441867122740396e-06,6.433419080050402e-08,-0.03090923018861117,1.675949285984356e-07
96000,lagrange15,0.005,12000.0,0.0004265588861309779,7.349367919305326e-05,-11.373941016716861,8.839365589390552e-05
96000,lagrange15,0.005,16000.0,0.03988332051803292,-0.004537430943282009,976.8177603927049,0.006470248681107333
96000,lagrange15,0.015,4000.0,-2.3143859197278918e-14,-6.280985681285511e-14,3.879919118193048e-08,6.29006748157844e-14
96000,lagrange15,0.015,8000.0,-3.074189179340115e-08,2.6552143903657383e-10,-0.00030899910316009235,3.5492369644711905e-09
96000,lagrange15,0.015,12000.0,1.7899807308873619e-06,1.8694643559189467e-06,-0.36432546328139176,1.8807887499569005e-06
96000,lagrange15,0.015,16000.0,0.001191626325658002,-1.9551320860043816e-05,11.577145270172615,0.00013858669963420436
96000,lagrange15,0.03,4000.0,-3.760877119557828e-14,1.8284178802651823e-14,-1.1407839733620917e-08,1.875003664743919e-14
96000,lagrange15,0.03,8000.0,8.380883218299336e-09,4.120039828114845e-10,-7.592373385263522e-05,1.049166371175247e-09
96000,lagrange15,0.03,12000.0,2.7775604458217396e-06,-4.591157897246956e-07,0.11020358700236979,5.595048476238307e-07
96000,lagrange15,0.03,16000.0,-0.0002473212988834202,-3.033402336262211e-05,2.879962195437134,4.160369726321441e-05
96000,lagrange15,0.05,4000.0,-4.821637332766449e-14,9.065887516474054e-15,-5.861467994999758e-09,1.067662871904967e-14
96000,lagrange15,0.05,8000.0,2.6277942746151395e-09,5.16772738134431e-10,-0.00014856777646229252,5.988172896460804e-10
96000,lagrange15,0.05,12000.0,2.7932363764407697e-06,-1.9255428844302085e-09,0.013766918879301766,3.215890385726817e-07
96000,lagrange15,0.05,16000.0,0.00010455586462136579,-2.094664169557175e-05,3.560865272932731,2.4159237490397353e-05
96000,farrow7-fir32,0.005,4000.0,-1.0927266148381567e-07,5.512075634388927e-08,0.01960023725938235,5.6538183701861865e-08
96000,farrow7-fir32,0.005,8000.0,-3.9431209535551055e-07,-4.591744931680909e-08,-0.004797146578982555,6.45700134951825e-08
96000,farrow7-fir32,0.005,12000.0,4.3082251361207824e-07,1.499745338873182e-08,-0.018456621798026155,5.181805690498525e-08
96000,farrow7-fir32,0.005,16000.0,-2.5544484815798014e-07,-8.595603479487956e-08,0.03413882383902439,9.084789075043247e-08
96000,farrow7-fir32,0.015,4000.0,-3.251210767543556e-09,1.0020463193882296e-09,0.0004319237313323747,1.0696748551433458e-09
96000,farrow7-fir32,0.015,8000.0,-4.9642806530376255e-09,-1.1018293498430161e-09,-0.00024661342914078684,1.2412408810481945e-09
96000,farrow7-fir32,0.015,12000.0,6.838638159701699e-09,6.999032529423702e-10,-0.00010432038466032766,1.0534461534693447e-09
96000,farrow7-fir32,0.015,16000.0,1.0771348786538012e-08,-1.3531011298956918e-09,0.0005580214025233121,1.835408490248886e-09
96000,farrow7-fir32,0.03,4000.0,-6.873851546882402e-09,2.149497276578934e-09,0.0009196431288748582,2.2905507642975228e-09
96000,farrow7-fir32,0.03,8000.0,-1.0965398487577927e-08,-2.3401318292950766e-09,-0.0005137621759770082,2.6589408686701317e-09
96000,farrow7-fir32,0.03,12000.0,1.455396377033242e-08,1.4485641870690448e-09,-0.0002492754063603865,2.2149334455290385e-09
96000,farrow7-fir32,0.03,16000.0,1.837830327321418e-08,-3.158887845504768e-09,0.0012359126275293588,3.802041925332949e-09
96000,farrow7-fir32,0.05,4000.0,-1.0411814499657046e-07,5.741793061212343e-08,0.019854802995938545,5.86558432940089e-08
96000,farrow7-fir32,0.05,8000.0,-4.2456016703232554e-07,-4.55733385172617e-08,-0.0038192340457744722,6.682899447744031e-08
96000,farrow7-fir32,0.05,12000.0,4.5318340527154924e-07,1.2293598628164226e-08,-0.020592400980473484,5.3603438845106584e-08
96000,farrow7-fir32,0.05,16000.0,-3.413689934908945e-07,-8.535159204550134e-08,0.03456844269926311,9.39654530465339e-08
96000,vfd-ls32,0.005,4000.0,-3.8025695632954125e-07,5.511960921429707e-08,0.019599678605154734,7.038995427796526e-08
96000,vfd-ls32,0.005,8000.0,-1.4782951424889447e-06,-4.592893685653214e-08,-0.004796848705447093,1.7628331198461088e-07
96000,vfd-ls32,0.005,12000.0,-2.0088960351958887e-06,1.4979422732644265e-08,-0.018456845086498964,2.3176725292107244e-07
96000,vfd-ls32,0.005,16000.0,-4.598236894472241e-06,-8.588989550950822e-08,0.034128194291702704,5.363136893882934e-07
96000,vfd-ls32,0.015,4000.0,-1.7129202379511247e-07,9.98552412812407e-10,0.00043213356002813445,1.9745987217917208e-08
96000,vfd-ls32,0.015,8000.0,-6.771269564473829e-07,-1.1176105741124447e-09,-0.00024589951080932534,7.796512941379256e-08
96000,vfd-ls32,0.015,12000.0,-1.5059931798397518e-06,6.183179322589785e-10,-9.903065374032918e-05,1.7338495981940434e-07
96000,vfd-ls32,0.015,16000.0,-2.683346700899442e-06,-1.808415308670962e-09,0.0005906220980767939,3.089369508822731e-07
96000,vfd-ls32,0.03,4000.0,-2.688736852028715e-07,2.1478739778833415e-09,0.0009199230326063443,3.1029653746469555e-08
96000,vfd-ls32,0.03,8000.0,-1.0589800530786897e-06,-2.3516758311159545e-09,-0.0005131823954771398,1.2194225526209727e-07
96000,vfd-ls32,0.03,12000.0,-2.344247990956105e-06,1.3752234880567786e-09,-0.00024361717883888273,2.6989499111023535e-07
96000,vfd-ls32,0.03,16000.0,-4.181913057546045e-06,-3.7107710715166853e-09,0.0012796703428082524,4.814747173563165e-07
96000,vfd-ls32,0.05,4000.0,-1.7277071681131982e-07,5.74257936857817e-08,0.019855244848981414,6.077312032911581e-08
96000,vfd-ls32,0.05,8000.0,-6.993372693420345e-07,-4.556551342759103e-08,-0.0038195956204227326,9.251350322280552e-08
96000,vfd-ls32,0.05,12000.0,-1.6515297326799967e-07,1.2325392832878402e-08,-0.02059395970405555,2.2659328501361078e-08
96000,vfd-ls32,0.05,16000.0,-1.4403285444578617e-06,-8.530492571858245e-08,0.034568825781771964,1.8647924182894732e-07
96000,vfd-ls64,0.005,4000.0,-4.3218458202089783e-07,7.858715749398243e-09,-0.003490874701021177,5.037387396802654e-08
96000,vfd-ls64,0.005,8000.0,-1.093958421971126e-06,-1.6801021914496193e-08,-0.005532741087075266,1.270622793048559e-07
96000,vfd-ls64,0.005,12000.0,-2.5273539196627723e-06,1.626103806595382e-08,-0.00552852223238191,2.914263517018648e-07
96000,vfd-ls64,0.005,16000.0,-4.271556726912527e-06,-4.98383648496484e-09,-0.005404251429993149,4.918062742657604e-07
96000,vfd-ls64,0.015,4000.0,-1.7123411496527668e-07,8.422167955819096e-11,-5.801916327203508e-05,1.9714235625266506e-08
96000,vfd-ls64,0.015,8000.0,-6.714430324820214e-07,-3.24227305377578e-10,-0.00010068695043571971,7.730341279555314e-08
96000,vfd-ls64,0.015,12000.0,-1.514996811876506e-06,1.1883743939858978e-10,-7.237264986522524e-05,1.7442047902258104e-07
96000,vfd-ls64,0.015,16000.0,-2.6870410289939585e-06,-1.2259601687167212e-10,-0.00018176015841074936,3.0935700726995486e-07
96000,vfd-ls64,0.03,4000.0,-2.688514786692844e-07,1.897326498478924e-10,-0.0001255600847903035,3.0953251343951264e-08
96000,vfd-ls64,0.03,8000.0,-1.0466143946511189e-06,-6.72313004742225e-10,-0.00021802629756391585,1.2049780346536943e-07
96000,vfd-ls64,0.03,12000.0,-2.363723397527646e-06,3.5362091159345637e-10,-0.00016230712859333953,2.72133905740074e-07
96000,vfd-ls64,0.03,16000.0,-4.188822477780862e-06,-7.567739971200981e-11,-0.00039004656302759136,4.822558992293371e-07
96000,vfd-ls64,0.05,4000.0,-2.3441782119836745e-07,8.61369467051975e-09,-0.0036740758479754214,2.8329608143663343e-08
96000,vfd-ls64,0.05,8000.0,-2.9165475742768133e-07,-1.7365555554393568e-08,-0.005718628248350087,3.78027011305669e-08
96000,vfd-ls64,0.05,12000.0,-6.996554665731433e-07,1.765119744683257e-08,-0.005852976970818248,8.246209795523465e-08
96000,vfd-ls64,0.05,16000.0,-1.036205558448453e-06,-5.742687839574191e-09,-0.00474434472150188,1.1943570589140617e-07
96000,sinc129-noncausal-control,0.005,4000.0,-7.342328283676458e-06,3.862908613900401e-08,0.0500473467960034,8.461985961845629e-07
96000,sinc129-noncausal-control,0.005,8000.0,-7.74313275772009e-06,9.883370245857101e-08,-0.10755369053851133,8.969226732733887e-07
96000,sinc129-noncausal-control,0.005,12000.0,2.1406386354764848e-06,-3.156977341796659e-07,3.049318610115481e-11,4.005031408235396e-07
96000,sinc129-noncausal-control,0.005,16000.0,-9.291882522639876e-06,2.395901084018083e-07,0.2906292004791626,1.0962685155325936e-06
96000,sinc129-noncausal-control,0.015,4000.0,-1.0543983680893266e-07,-8.27830715187847e-09,-0.010723271568120231,1.4693222323846923e-08
96000,sinc129-noncausal-control,0.015,8000.0,-1.1030105695159042e-07,-2.1125412079608062e-08,0.02299518695847002,2.4648418593273676e-08
96000,sinc129-noncausal-control,0.015,12000.0,2.5941959450109495e-08,6.726992653268624e-08,-2.710505431213761e-11,6.733619585819844e-08
96000,sinc129-noncausal-control,0.015,16000.0,-1.2903382027786913e-07,-5.0857749422037396e-08,-0.061659327015860826,5.298300219626352e-08
96000,sinc129-noncausal-control,0.03,4000.0,-4.0719929395991245e-07,-1.6235293674457684e-08,-0.02103056626889528,4.9612203304059036e-08
96000,sinc129-noncausal-control,0.03,8000.0,-4.264623011246302e-07,-4.143750992690865e-08,0.04510435664420659,6.424724729725497e-08
96000,sinc129-noncausal-control,0.03,12000.0,1.0280194959864755e-07,1.319753829679526e-07,3.3881317890172014e-11,1.3250502351979104e-07
96000,sinc129-noncausal-control,0.03,16000.0,-5.007038217551529e-07,-9.98002368862233e-08,-0.12100053234088927,1.152523682113251e-07
96000,sinc129-noncausal-control,0.05,4000.0,-4.758535646655736e-06,4.339284879892122e-08,0.05621612790345735,5.495623160877272e-07
96000,sinc129-noncausal-control,0.05,8000.0,-5.009918502287299e-06,1.1093693522433722e-07,-0.120733923990909,5.873596961873138e-07
96000,sinc129-noncausal-control,0.05,12000.0,1.342259424365827e-06,-3.540329610916668e-07,3.3881317890172014e-11,3.862899296249952e-07
96000,sinc129-noncausal-control,0.05,16000.0,-5.980457113075663e-06,2.6837991870183175e-07,0.32550126121213846,7.389823172324092e-07
