rate,conditioner,kernel,guard_samples,filter_latency_samples,total_latency_samples,minimum_passing_guard,acceptance
44100,iir-p16000-s18000,kaiser-g16,16,0,16,True,numerical fixture screen only; native/human review required
96000,iir-p18000-s19000,lagrange-g32,32,0,32,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s19000,hann-g32,32,0,32,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s19000,kaiser-g32,32,0,32,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s19000,lagrange-g64,64,0,64,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s19000,hann-g64,64,0,64,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s19000,kaiser-g64,64,0,64,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s20000,hann-g8,8,0,8,True,numerical fixture screen only; native/human review required
96000,iir-p18000-s20000,hann-g16,16,0,16,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s20000,kaiser-g16,16,0,16,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s20000,lagrange-g32,32,0,32,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s20000,hann-g32,32,0,32,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s20000,kaiser-g32,32,0,32,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s20000,lagrange-g64,64,0,64,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s20000,hann-g64,64,0,64,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s20000,kaiser-g64,64,0,64,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s24000,hann-g8,8,0,8,True,numerical fixture screen only; native/human review required
96000,iir-p18000-s24000,hann-g16,16,0,16,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s24000,kaiser-g16,16,0,16,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s24000,lagrange-g32,32,0,32,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s24000,hann-g32,32,0,32,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s24000,kaiser-g32,32,0,32,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s24000,lagrange-g64,64,0,64,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s24000,hann-g64,64,0,64,False,numerical fixture screen only; native/human review required
96000,iir-p18000-s24000,kaiser-g64,64,0,64,False,numerical fixture screen only; native/human review required
96000,fir129-p18000-s24000,hann-g8,8,64,72,True,numerical fixture screen only; native/human review required
96000,fir129-p18000-s24000,hann-g16,16,64,80,False,numerical fixture screen only; native/human review required
96000,fir129-p18000-s24000,kaiser-g16,16,64,80,False,numerical fixture screen only; native/human review required
96000,fir129-p18000-s24000,lagrange-g32,32,64,96,False,numerical fixture screen only; native/human review required
96000,fir129-p18000-s24000,hann-g32,32,64,96,False,numerical fixture screen only; native/human review required
96000,fir129-p18000-s24000,kaiser-g32,32,64,96,False,numerical fixture screen only; native/human review required
96000,fir129-p18000-s24000,lagrange-g64,64,64,128,False,numerical fixture screen only; native/human review required
96000,fir129-p18000-s24000,hann-g64,64,64,128,False,numerical fixture screen only; native/human review required
96000,fir129-p18000-s24000,kaiser-g64,64,64,128,False,numerical fixture screen only; native/human review required
